channel_name,channel_id,video_id,video_title,video_published_at,view_count,video_like_count,comment_id,comment_text,author,author_id,comment_like_count,comment_published_at,is_pinned,is_reply,parent_comment_id
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,6ikIGGi859w,"Paul Brunson: Women Need To Lower Their Standards! If They Have These 3 Traits, Never Let Them Go!",2025-01-30T08:00:06Z,1191469,23904,Ugzxx2uOHzundnxIr4p4AaABAg.ADuovPa5JtyADupSJpgKQU,"Can you guys please get Dr Paul Wood from NZ - What’s your prison from delinquent to Doctor, he has murdered his  drug dealer at 18 and now is a Dr in Psychology and a public speaker and celebrity in NZ. Please!",@cris.andrade,UC1kEOf3JV-QNDghijwv18Ag,23,2025-01-30T08:10:16Z,False,True,Ugzxx2uOHzundnxIr4p4AaABAg
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,6ikIGGi859w,"Paul Brunson: Women Need To Lower Their Standards! If They Have These 3 Traits, Never Let Them Go!",2025-01-30T08:00:06Z,1191469,23904,Ugzxx2uOHzundnxIr4p4AaABAg.ADuovPa5JtyADusGHquML6,"Men : I can own every expensive items, yessss I'm a Sigma male, I've expensive watches , cars , video games 
Other men : Wow amazing, you are the man, Sigma power, look at his expensive shoes ...wow bro 

If woman own any expensive items
Men : she's women☕,  materialistic, she needs to lower her standardards..etc....etc...infiniy............♾️♾️♾️♾️




MEN🚽🪠",@lisasimpson-777,UCsrpTjZ5ol65IQz8MPNOaFQ,2,2025-01-30T08:34:50Z,False,True,Ugzxx2uOHzundnxIr4p4AaABAg
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,6ikIGGi859w,"Paul Brunson: Women Need To Lower Their Standards! If They Have These 3 Traits, Never Let Them Go!",2025-01-30T08:00:06Z,1191469,23904,Ugzxx2uOHzundnxIr4p4AaABAg.ADuovPa5JtyADuw1MLmwIw,"can you please leave racist topics out of any and all topics,  it is off putting and makes me want to stop watching.

now and days there really is 2 opinion on race or racism, do you really want to alienate 50% of people watching?

I personally don't like the words used in the subject considering we are all the same race, human beings.  

the concept of racism  needs to evolve.

how can people salve a problem if there is any if they can not really understand basic words and meaning.",@lhdlhd5219,UCAko8L5W9OXeM7EUGoVJyQg,15,2025-01-30T09:07:45Z,False,True,Ugzxx2uOHzundnxIr4p4AaABAg
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,6ikIGGi859w,"Paul Brunson: Women Need To Lower Their Standards! If They Have These 3 Traits, Never Let Them Go!",2025-01-30T08:00:06Z,1191469,23904,Ugzxx2uOHzundnxIr4p4AaABAg.ADuovPa5JtyADv2C4zFPR0,@@lhdlhd5219what’re you talking about?,@VMohdude-,UCiv_H8iY-G2ZrQ236_XgF6A,0,2025-01-30T10:10:23Z,False,True,Ugzxx2uOHzundnxIr4p4AaABAg
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,6ikIGGi859w,"Paul Brunson: Women Need To Lower Their Standards! If They Have These 3 Traits, Never Let Them Go!",2025-01-30T08:00:06Z,1191469,23904,Ugzxx2uOHzundnxIr4p4AaABAg.ADuovPa5JtyADv3Cl7zc0w,"@TheDiaryOfACEO I love all the interviews I have seen so far and I am deeply grateful for the information you make accessible.

As constructive feedback, just one small thing I realized, after watching three interviews with the same guest:
There is quite some repetition in stories that are being told by the guest. Its great to repeat, though, in a small time scale of watching, it appears wasting time and nearly makes you shut off the interview.

Maybe you could take more focus on repeating guests for not repeating same stories, examples, facts.
I appreciate all you do and also sharing from every guest - being once or more often❤",@wynderbar,UCm4F2BXUjbGRZAnPqUX4R-w,7,2025-01-30T10:19:13Z,False,True,Ugzxx2uOHzundnxIr4p4AaABAg
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,6ikIGGi859w,"Paul Brunson: Women Need To Lower Their Standards! If They Have These 3 Traits, Never Let Them Go!",2025-01-30T08:00:06Z,1191469,23904,Ugzxx2uOHzundnxIr4p4AaABAg.ADuovPa5JtyADv5JfwAMEi,"Love this channel. Subscribed for a while! 
@bibleoverbusiness",@BibleoverBusiness,UCUQt-yynWsCozDkgQMZl2Ow,1,2025-01-30T10:37:38Z,False,True,Ugzxx2uOHzundnxIr4p4AaABAg
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,6ikIGGi859w,"Paul Brunson: Women Need To Lower Their Standards! If They Have These 3 Traits, Never Let Them Go!",2025-01-30T08:00:06Z,1191469,23904,Ugzxx2uOHzundnxIr4p4AaABAg.ADuovPa5JtyADv6sLhU64J,This guy is giving bad advice. Telling women to lower their standards and encouraging people to keep secrets is insane. This is why DEI hires shouldn’t be giving advice.,@Michael-kf7gm,UCIwZnaIUBM6qhtNraRiYrTA,23,2025-01-30T10:51:14Z,False,True,Ugzxx2uOHzundnxIr4p4AaABAg
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,6ikIGGi859w,"Paul Brunson: Women Need To Lower Their Standards! If They Have These 3 Traits, Never Let Them Go!",2025-01-30T08:00:06Z,1191469,23904,Ugzxx2uOHzundnxIr4p4AaABAg.ADuovPa5JtyADv7LTWY0rb,@@Michael-kf7gm he didn’t actually say that but of course you didn’t watch the video. And lol at you saying “dei” which I all you means “black” for you,@VMohdude-,UCiv_H8iY-G2ZrQ236_XgF6A,11,2025-01-30T10:55:21Z,False,True,Ugzxx2uOHzundnxIr4p4AaABAg
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,6ikIGGi859w,"Paul Brunson: Women Need To Lower Their Standards! If They Have These 3 Traits, Never Let Them Go!",2025-01-30T08:00:06Z,1191469,23904,Ugzxx2uOHzundnxIr4p4AaABAg.ADuovPa5JtyADv8FIwKvbQ,@@VMohdude-  Not at all…there are competent black people in every field. This guy though is lacking.,@Michael-kf7gm,UCIwZnaIUBM6qhtNraRiYrTA,10,2025-01-30T11:03:15Z,False,True,Ugzxx2uOHzundnxIr4p4AaABAg
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,6ikIGGi859w,"Paul Brunson: Women Need To Lower Their Standards! If They Have These 3 Traits, Never Let Them Go!",2025-01-30T08:00:06Z,1191469,23904,Ugzxx2uOHzundnxIr4p4AaABAg.ADuovPa5JtyADv8ZLIec_G,@ at least you admit you meant black when you said dei,@VMohdude-,UCiv_H8iY-G2ZrQ236_XgF6A,4,2025-01-30T11:05:59Z,False,True,Ugzxx2uOHzundnxIr4p4AaABAg
